"anon_screen_name","gender","year_of_birth","level_of_education","country_three_letters","country_name"
"4713662608f2f349448960b734f2bebd5697c941","f","1988","Bachelors","DEU","Germany"
"fba3ef7788e87f0fe0c96fc083b1ac8e1e2abbd8","m","1991","Bachelors","ZZZ","Reserved"
"fba3ef7788e87f0fe0c96fc083b1ac8e1e2abbd8","m","1991","Bachelors","SDN","Sudan"
"fba3ef7788e87f0fe0c96fc083b1ac8e1e2abbd8","m","1991","Bachelors","GBR","United Kingdom"
"e6a53f4f8cbbbae4c527af73482b589f7880653b","f","1964","Masters or professional degree","USA","United States"
"d813ddc1eb7024746a13d32693dcedf2a9f24342","m",\N,"Bachelors","IDN","Indonesia"
"a285e87adc8704f04067939c23dfde7778db0757","m","1985","Masters or professional degree","BRA","Brazil"
"e4584e3091fc96f5075e099f427271275ad543f7","m","1999","Junior secondary/junior high/middle School","USA","United States"
"e607030bbc4231f8a487f9499075c282f58f8120","m","1979","Bachelors","BRA","Brazil"
"3f4186c109169e53846d96b819ecd07bc1ed9322","m","1980","Bachelors","CHN","China"
"dec9e9b75b8dcb365525ec535bcf2df66e655bb9","m","1990","Bachelors","ESP","Spain"
"dec9e9b75b8dcb365525ec535bcf2df66e655bb9","m","1990","Bachelors","USA","United States"
"dec9e9b75b8dcb365525ec535bcf2df66e655bb9","m","1990","Bachelors","CHE","Switzerland"
"dec9e9b75b8dcb365525ec535bcf2df66e655bb9","m","1990","Bachelors","POL","Poland"
"dec9e9b75b8dcb365525ec535bcf2df66e655bb9","m","1990","Bachelors","RUS","Russian Federation"
"dec9e9b75b8dcb365525ec535bcf2df66e655bb9","m","1990","Bachelors","NLD","Netherlands"
"dec9e9b75b8dcb365525ec535bcf2df66e655bb9","m","1990","Bachelors","PAN","Panama"
"dec9e9b75b8dcb365525ec535bcf2df66e655bb9","m","1990","Bachelors","ZZZ","Reserved"
"dec9e9b75b8dcb365525ec535bcf2df66e655bb9","m","1990","Bachelors","DEU","Germany"
"a3169a908b43885815ebfb12092917c32fb7c5f9","m","1992","Bachelors","IND","India"
"d41e2f37bde9144dbc0fa834830b968afc1d28b3","m","1974","Doctorate","USA","United States"
"5c85a14cb8292ca97c0918b6f4039499270341e8","m","1965","Masters or professional degree","USA","United States"
"9ebf018db58baa542cb0688243a3118310a40373","m","1987","Masters or professional degree","USA","United States"
"726f3459a88fa27ceeec7f93d21ed8b95c7e369c","m","1961","Secondary/High School","USA","United States"
"7542a35dfac094f29eeb250b3411d89ff2c1a9ce","m","1980","Associates","MEX","Mexico"
"7542a35dfac094f29eeb250b3411d89ff2c1a9ce","m","1980","Associates","HKG","Hong Kong"
"7542a35dfac094f29eeb250b3411d89ff2c1a9ce","m","1980","Associates","RUS","Russian Federation"
"e18a85fa800e6bdeab3c24d80cb3492f6b29a1a9","f","1977","Masters or professional degree","TWN","Taiwan; Republic of China (ROC)"
"96568361900ae9c8d81f2c151856f2fb30c24dc9","m",\N,"Masters or professional degree","FRA","France"
"99bc83d00c08ba0220279238e5dcbd60a4e44f36","","1991","Associates","USA","United States"
"99bc83d00c08ba0220279238e5dcbd60a4e44f36","","1991","Associates","IDN","Indonesia"
"99bc83d00c08ba0220279238e5dcbd60a4e44f36","","1991","Associates","GBR","United Kingdom"
"e7ade7d384ba27edde614434a6e096df62f9aedd","",\N,"User withheld","CAN","Canada"
"d5f10b72d80d3cc6eb00bde70138dd7ccb79c674","m","1956","Bachelors","CAN","Canada"
"d5f10b72d80d3cc6eb00bde70138dd7ccb79c674","m","1956","Bachelors","USA","United States"
"3681ffde59bcdb0ad653b2afda033c2b881528e2","m","1980","Masters or professional degree","UGA","Uganda"
"a4cac78b45e4e11e598520e58bfacdf44664d7bd","m","1978","Masters or professional degree","USA","United States"
"90c2021df07c478970dc03148421f5807da718e0","m","1991","Bachelors","IND","India"
"90c2021df07c478970dc03148421f5807da718e0","m","1991","Bachelors","CHE","Switzerland"
"7f3c6e9e5981fcb61bc6d705ec5a60e43e938d57","f",\N,"Masters or professional degree","CAN","Canada"
"7f3c6e9e5981fcb61bc6d705ec5a60e43e938d57","f",\N,"Masters or professional degree","USA","United States"
"7365d276ba46c566fdad4e5f9ccfb6825e3a1fbc","f","1985","Bachelors","SVK","Slovakia (SLOVAK Republic)"
"6ef96958faccb5cdf6d9e8964d2b9ebde45895b9","m","1956","Masters or professional degree","USA","United States"
"6ef96958faccb5cdf6d9e8964d2b9ebde45895b9","m","1956","Masters or professional degree","ZZZ","Reserved"
"586034decb66e3713c0e007adef40d1dd7246563","m","1991","Secondary/High School","USA","United States"
"79df6c75bd055da6ecbc7327158ac9adc2890559","m",\N,"Masters or professional degree","USA","United States"
"55d5c5a3161d4b0e194cd3a930d379fe68d8f1dc","m","1982","Bachelors","ECU","Ecuador"
"8dce0d46aa280ee1d20f1ed3a1cac913ed40fb5d","",\N,"User withheld","USA","United States"
"f33208e316100773e04dfb91ea9d047585275689","m","1987","Bachelors","CHL","Chile"
"f9f1eb47c1a513cdd4fa1fb9d04f0998bb58fced","m","1975","Masters or professional degree","IND","India"
"f9f1eb47c1a513cdd4fa1fb9d04f0998bb58fced","m","1975","Masters or professional degree","CHE","Switzerland"
"4832be2455df3a4f440c9bd2c489c32d388f6725","m","1984","Masters or professional degree","USA","United States"
"3c5b428bc4a58cf1ca340a8416efe7cdb25d1eac","m","1985","Masters or professional degree","TWN","Taiwan; Republic of China (ROC)"
"f2c3ea705722e95545862ecffa42d355f1a96745","m","1991","Bachelors","IND","India"
"d2b2f7f298621dbd4e182aa17e083278cc19f151","m",\N,"Masters or professional degree","NZL","New Zealand"
"80c27f085e97f90fdedefdd9816e41e3975cb270","f","1993","Masters or professional degree","JPN","Japan"
"80c27f085e97f90fdedefdd9816e41e3975cb270","f","1993","Masters or professional degree","USA","United States"
"48eb2b01b01ad7f425baf77bbbe97fd2548a5356","m","1949","Masters or professional degree","USA","United States"
"9da5421ce3b01592ae8e849d478c68d34b5abcc1","m","1991","Bachelors","USA","United States"
"3d5fc3cd3a0a4890e1119d7918b79d25d28d7c08","m","1990","Bachelors","IND","India"
"3d5fc3cd3a0a4890e1119d7918b79d25d28d7c08","m","1990","Bachelors","USA","United States"
"f24bcd9d0936263b80a4f0dde2072f38b09af8dd","m","1983","Masters or professional degree","IND","India"
"f38e8dc828ae77b4ff885460f1d46890f33e8312","m","1964","Masters or professional degree","USA","United States"
"deb68dcf02b274e049a5bec8302eabeb3a0dcaf9","",\N,"User withheld","USA","United States"
"63e4b8717f1eac20b42ef8aeac078441d67c1940","m","1957","Masters or professional degree","GBR","United Kingdom"
"63e4b8717f1eac20b42ef8aeac078441d67c1940","m","1957","Masters or professional degree","DEU","Germany"
"63e4b8717f1eac20b42ef8aeac078441d67c1940","m","1957","Masters or professional degree","ITA","Italy"
"8c6376501a08c4bcab6749fd162a143a2789c51b","m","1979","Masters or professional degree","CAN","Canada"
"8c6376501a08c4bcab6749fd162a143a2789c51b","m","1979","Masters or professional degree","USA","United States"
"8c6376501a08c4bcab6749fd162a143a2789c51b","m","1979","Masters or professional degree","COL","Colombia"
"8c6376501a08c4bcab6749fd162a143a2789c51b","m","1979","Masters or professional degree","ZZZ","Reserved"
"8c6376501a08c4bcab6749fd162a143a2789c51b","m","1979","Masters or professional degree","ETH","Ethiopia"
"d8cb290207f4c13054d9a6dab29e550c764c3955","f","1966","Bachelors","USA","United States"
"7bb1ee3636d71918cb112059e5f623147d10dc72","m","1990","Bachelors","IND","India"
"e352aa8a11f07c5dbc8a487c3831a63a30490c35","m","1994","Bachelors","MAC","Macau"
"e352aa8a11f07c5dbc8a487c3831a63a30490c35","m","1994","Bachelors","USA","United States"
"e352aa8a11f07c5dbc8a487c3831a63a30490c35","m","1994","Bachelors","ZZZ","Reserved"
"6798f8f5b97519f95c07aa1dcba4cf4503de9cf0","",\N,"User withheld","CAN","Canada"
"019463bc03de956b3df13de29d7b4890e282d50c","f","1978","Bachelors","SGP","Singapore"
"d4bb175253e39604be1fc03d92b8cf5727c44521","m","1992","Secondary/High School","CHL","Chile"
"26041eeaadf6cbadd13d4f7919d22e5375caed30","m","1985","Bachelors","USA","United States"
"e34f806600e5565254f2d716902951c289e4a3f3","m","1978","Bachelors","MMR","Myanmar"
"3e134247f8381d2da17daba4be3b588ce901b7da","m","1985","Doctorate","USA","United States"
"78af57daa68f6ffd88da9c5054f9db7ae37cb32e","f","1981","Masters or professional degree","RUS","Russian Federation"
"25c1f26b34e429a73f76ef133bd76cb75436f963","m","1946","Masters or professional degree","USA","United States"
"25c1f26b34e429a73f76ef133bd76cb75436f963","m","1946","Masters or professional degree","DEU","Germany"
"25c1f26b34e429a73f76ef133bd76cb75436f963","m","1946","Masters or professional degree","ECU","Ecuador"
"663b2d8da52f94e15bb32b84884180c9620a8c92","f","1985","Bachelors","CHN","China"
"663b2d8da52f94e15bb32b84884180c9620a8c92","f","1985","Bachelors","ISR","Israel"
"663b2d8da52f94e15bb32b84884180c9620a8c92","f","1985","Bachelors","AUS","Australia"
"127aa9ff89fa13d546564f42ea0439be355883ce","",\N,"User withheld","USA","United States"
"127aa9ff89fa13d546564f42ea0439be355883ce","",\N,"User withheld","CHN","China"
"afa159ddc3fd24e07c90d2ab78e72918d5ca1b2f","f","1972","Associates","USA","United States"
"ad931eb8970d06c88a430a60bc7e773406fa3959","f","1980","Secondary/High School","ITA","Italy"
"ad931eb8970d06c88a430a60bc7e773406fa3959","f","1980","Secondary/High School","SWE","Sweden"
"ad931eb8970d06c88a430a60bc7e773406fa3959","f","1980","Secondary/High School","GBR","United Kingdom"
"738f141ffa571853c379a1c2312c6b69791a056e","m","1991","Bachelors","IND","India"
"738f141ffa571853c379a1c2312c6b69791a056e","m","1991","Bachelors","CHN","China"
"13eb43287f7505802ba0a3b5377438867bf8aede","m","1986","Masters or professional degree","IND","India"
"13eb43287f7505802ba0a3b5377438867bf8aede","m","1986","Masters or professional degree","GHA","Ghana"
"5d648da4815e2ff4d4e7a1b0170402cec6605eff","f","1992","Bachelors","USA","United States"
"5d648da4815e2ff4d4e7a1b0170402cec6605eff","f","1992","Bachelors","CAN","Canada"
"5d648da4815e2ff4d4e7a1b0170402cec6605eff","f","1992","Bachelors","CHN","China"
"5d648da4815e2ff4d4e7a1b0170402cec6605eff","f","1992","Bachelors","JPN","Japan"
"5d648da4815e2ff4d4e7a1b0170402cec6605eff","f","1992","Bachelors","HKG","Hong Kong"
"5d648da4815e2ff4d4e7a1b0170402cec6605eff","f","1992","Bachelors","ZZZ","Reserved"
"7992aa080eab401c10dfadf133a62a2050de5bd6","m","1978","Masters or professional degree","USA","United States"
"bf968661b4b482b3a4f367148411edec8b7c2f24","m","1988","Bachelors","CHN","China"
"bf968661b4b482b3a4f367148411edec8b7c2f24","m","1988","Bachelors","IND","India"
"c8d4e15977619485f2da8036067c377bebe231c0","m","1994","Secondary/High School","CHN","China"
"c8d4e15977619485f2da8036067c377bebe231c0","m","1994","Secondary/High School","USA","United States"
"c8d4e15977619485f2da8036067c377bebe231c0","m","1994","Secondary/High School","ZZZ","Reserved"
"c8d4e15977619485f2da8036067c377bebe231c0","m","1994","Secondary/High School","SGP","Singapore"
"af12553b4371665a7d7c62bb8b9b59ebfc3cd7ad","f","1976","Masters or professional degree","USA","United States"
"90c6557ad3e071adfef6a00bd37f8403934d2dcb","f","1959","Masters or professional degree","USA","United States"
"3d3ca6e27a7e990cc1db9babb17386f1b7d6036d","",\N,"Masters or professional degree","AUS","Australia"
"5cc1b763360ddd70fa87d343a88f05a9b653a3c5","m","1978","Masters or professional degree","IND","India"
"e43b8b2eac202092aae9c4a329bbd71d1a5b0de2","f",\N,"Secondary/High School","SGP","Singapore"
"2d9d79a3b06feea182da025dbb76111b838d2f9f","f","1992","Bachelors","USA","United States"
"2d9d79a3b06feea182da025dbb76111b838d2f9f","f","1992","Bachelors","CHN","China"
"c2e5fe6c6165dcaf4aa9b61a41ca52ad6196d881","m","1987","Bachelors","USA","United States"
"4493416cf9e3d883972fc8ac5fa693e52e897c45","f","1990","Bachelors","USA","United States"
"4493416cf9e3d883972fc8ac5fa693e52e897c45","f","1990","Bachelors","AUS","Australia"
"95534e7fa7fe8be36a524cc0db5f353001e21c2e","m","1988","Masters or professional degree","IND","India"
"14d27d40494853cabda1d93c794c5cf120747d60","m","1978","Secondary/High School","ZZZ","Reserved"
"44edff1f57c3e5410d23c22510e6f8cbbe30b387","m","1977","Masters or professional degree","USA","United States"
"cc84ebc993499c97e2e5b371a491435d27903601","m","1976","Bachelors","FRA","France"
"cc84ebc993499c97e2e5b371a491435d27903601","m","1976","Bachelors","NLD","Netherlands"
"cc84ebc993499c97e2e5b371a491435d27903601","m","1976","Bachelors","USA","United States"
"4ae6abb8a1319cd0c52073d782031c306ba53e50","m","1982","Masters or professional degree","IND","India"
"4ae6abb8a1319cd0c52073d782031c306ba53e50","m","1982","Masters or professional degree","CHN","China"
"761eedf2ce3b08e00966210e659412c2577d752d","m","1979","Masters or professional degree","USA","United States"
"761eedf2ce3b08e00966210e659412c2577d752d","m","1979","Masters or professional degree","ZZZ","Reserved"
"761eedf2ce3b08e00966210e659412c2577d752d","m","1979","Masters or professional degree","CHL","Chile"
"922add8301ca1eaa56068164aa0ee01df68fec2e","f","1989","Bachelors","CHN","China"
"62c2acc77861edade370cae3d3666365e04aea7b","m","1977","Bachelors","IND","India"
"d66d9c2fe5a84869518dc89e12cce36c11108a73","m","1995","Secondary/High School","IND","India"
"efbe60fd181b175914b0d04f6f11fd97977e04df","f","1992","Secondary/High School","VNM","Viet Nam"
"efbe60fd181b175914b0d04f6f11fd97977e04df","f","1992","Secondary/High School","CHN","China"
"8bffdc5d3d0458e8cd9fb85c22995783e2e70441","m","1978","Masters or professional degree","IND","India"
"5084b48c74b2de0e024c3a62ca4b1db44e5ca3df","m","1987","Bachelors","IND","India"
"31883def846c7dfbae900fb8d141eb6a0d9eb6ab","m","1986","Masters or professional degree","USA","United States"
"667f8a040373ceba806977cfb8596d6f6226355b","f","1991","Other","USA","United States"
"602f8c82675ac52895d0efe7bd9d020005bafa39","f","1964","Masters or professional degree","USA","United States"
"50639f2c58f6ddb4ed6478216f98da363321618a","f",\N,"Masters or professional degree","USA","United States"
"149ab738441c9a80b0d2306ff97599d5c5f15977","m","1979","Other","GBR","United Kingdom"
"fe2649bd34a7b9cc0e42bf560bb6e1e591b8ebf8","f","1975","Bachelors","USA","United States"
"b57a389d24c61e365a1fe3e1f730716718cf61e5","m","1975","Doctorate","SAU","Saudi Arabia"
"0a270e2372ad6cbd63edaf7dedab513073ccee2b","m","1992","Bachelors","MEX","Mexico"
"095b9a974cbaa4d3174756af445dc467a3c7cd54","m","1968","Masters or professional degree","USA","United States"
"e1ebfd278b7dfc561c6302d118077499108d8a56","",\N,"User withheld","USA","United States"
"0db0e21e785a1cf78b4be9ba065a03ab7c6962ea","m","1992","Secondary/High School","USA","United States"
"d6cede89247c6230a7a619234b35a52e494c888e","f","1977","Bachelors","USA","United States"
"2d7afcd179b1442d4a59673d85379fb0da54a310","m","1985","Bachelors","COL","Colombia"
"d9f531471d1a110968b9700986daab242875d9a5","m","1988","Masters or professional degree","CHN","China"
"d9f531471d1a110968b9700986daab242875d9a5","m","1988","Masters or professional degree","AUS","Australia"
"7af785a9adc2f74a64b1bdd9d7361d2fa979a989","m","1983","Secondary/High School","ZZZ","Reserved"
"d170be46918fc92c1368cc87cc500d8a8e154667","",\N,"User withheld","USA","United States"
"048c014076e118ca92d4a1d65816e7a753d17797","m","1959","Doctorate","USA","United States"
"048c014076e118ca92d4a1d65816e7a753d17797","m","1959","Doctorate","ZZZ","Reserved"
"564c82bbe72b52c028e8571f957f84a9d3612841","m","1997","Secondary/High School","CHN","China"
"564c82bbe72b52c028e8571f957f84a9d3612841","m","1997","Secondary/High School","CAN","Canada"
"68477df9433e83b7bdf3a17009c6cf9625bc3f24","m","1992","Masters or professional degree","IND","India"
"f894c343a406e39cb99dff16e38b420e66bd91da","m","1957","Masters or professional degree","USA","United States"
"fd14ab8188bf2904ba3c5c85a81034a14a2ab4b7","m","1955","Doctorate","USA","United States"
"2b67dcd5c81a60614ce16f8d8a7f3c757b6edc0d","m","1985","Masters or professional degree","JPN","Japan"
"2b67dcd5c81a60614ce16f8d8a7f3c757b6edc0d","m","1985","Masters or professional degree","MYS","Malaysia"
"2b67dcd5c81a60614ce16f8d8a7f3c757b6edc0d","m","1985","Masters or professional degree","USA","United States"
"41527c405258927b0009cac52eb2afdcc5208d0c","m","1961","Masters or professional degree","USA","United States"
"652c07861a3eda237a699d087e8b2126f7784252","f","1948","Associates","USA","United States"
"7ff01aa7003cfbd3b44e84bd8f19daa092f9ffce","m","1989","Masters or professional degree","VNM","Viet Nam"
"0252520b997a60d4a157cbf21796bbfbe0e40715","m","1983","Bachelors","IND","India"
"efb8a6a4bceaad51df37d789b1defb00776e0ddf","m","1974","Masters or professional degree","USA","United States"
"efb8a6a4bceaad51df37d789b1defb00776e0ddf","m","1974","Masters or professional degree","IND","India"
"09306c5f55a928c80fbc214413adfc83cc46aed9","f","1995","Secondary/High School","IND","India"
"0752c1a2fab5d5b62aac41c3804df34b7b52fbf6","m","1990","Secondary/High School","BRA","Brazil"
"1fd225ee7d485c174176b18d222342322d794078","m","1976","Masters or professional degree","USA","United States"
"1fd225ee7d485c174176b18d222342322d794078","m","1976","Masters or professional degree","PRT","Portugal"
"e7364d5814060eb1e76298dc02e852fc2e7d6749","m","1993","Secondary/High School","CAN","Canada"
"e7364d5814060eb1e76298dc02e852fc2e7d6749","m","1993","Secondary/High School","USA","United States"
"8ae5cd7b2a7491b493e66d6811d90c3f8ae6c781","f","1985","Masters or professional degree","USA","United States"
"4e2220c09fcae858ba9cd5cc00a86a3551f063b3","m","1965","Masters or professional degree","MYS","Malaysia"
"4e2220c09fcae858ba9cd5cc00a86a3551f063b3","m","1965","Masters or professional degree","MDV","Maldives"
"fec9e1ca8f00e46b24fd6ed349efe7e9208c5a94","m","1964","Masters or professional degree","USA","United States"
"5cedc61e9878ab0207fb6e5eb66528ba2f3420c5","m","1976","Bachelors","IDN","Indonesia"
"0baee188e37962601c5cca2739a32a4d632d0911","m","1989","Bachelors","IDN","Indonesia"
"0df2c93aa58ef0c8a1ab1a9284eb0ce16697d6f1","f","1956","Masters or professional degree","USA","United States"
"51d097cd62bba88a99d2ee7bb65f8a39b3193f6a","m","1987","Bachelors","MYS","Malaysia"
"b7e6ca32977e3744e9e859f7f88529f9a4f1b4c2","f","1989","Masters or professional degree","GEO","Georgia"
"64dfc92ddbd4f68261e16b08397c5d7c5c259fd9","m","1982","Masters or professional degree","BRA","Brazil"
"19f7a1b72eb647e911592a1c9143436efbf66e6f","m","1991","Bachelors","IND","India"
"19f7a1b72eb647e911592a1c9143436efbf66e6f","m","1991","Bachelors","ZZZ","Reserved"
"6f03d45544592569d2e157c5683115b2296e81cd","f","1990","Bachelors","PHL","Philippines"
"4454f143a079deba4b715f253206d648e03a76c6","m","1990","Bachelors","IND","India"
"4454f143a079deba4b715f253206d648e03a76c6","m","1990","Bachelors","SGP","Singapore"
"4454f143a079deba4b715f253206d648e03a76c6","m","1990","Bachelors","USA","United States"
"dbb472111f15efb2d213b1912d0454810327018e","m","1946","Masters or professional degree","USA","United States"
"084518addbe198a2ddca9379498ecf64783b9af2","m","1986","Masters or professional degree","USA","United States"
"f545e3fc136c47590430323e131ce396bf740034","m","1988","Bachelors","BRA","Brazil"
"660f2d87ba8b03cf1aeb818b6071594906e679b7","f","1966","Masters or professional degree","PHL","Philippines"
"8f3ee5331ae9be8fd6322b016564fc518ff0d2aa","f","1988","Masters or professional degree","ROM","Romania"
"4a66b74d540d6f5b2bfc7c7a2832cdde6649c604","m","1992","Bachelors","IND","India"
"4a66b74d540d6f5b2bfc7c7a2832cdde6649c604","m","1992","Bachelors","NOR","Norway"
"4a66b74d540d6f5b2bfc7c7a2832cdde6649c604","m","1992","Bachelors","GBR","United Kingdom"
