,anon_screen_name,resource_display_name,module_id,activity_grade_id,first_submit,last_submit,module_type,Module,Week ,Act,Finalgrade,FinalScore
589,7fad81897916c4ea9213532ae1ed6ed0bbdbde1c,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,48796407,23/05/2015 6:13,23/05/2015 6:13,problem,The Basic Core of Economics,Week-1,P-8 ,0.0,Fail
626,3abd6031d09ba6c1bb12f6b2916d3265974de5a8,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,25631666,17/08/2014 17:35,24/05/2015 6:37,problem,The Basic Core of Economics,Week-1,P-7 ,0.05,Fail
627,3abd6031d09ba6c1bb12f6b2916d3265974de5a8,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,25629786,17/08/2014 17:02,23/05/2015 9:01,video,The Basic Core of Economics,Week-1,L4,0.05,Fail
628,3abd6031d09ba6c1bb12f6b2916d3265974de5a8,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,25630054,17/08/2014 17:06,24/05/2015 6:02,problem,The Basic Core of Economics,Week-1,P-5 ,0.05,Fail
629,3abd6031d09ba6c1bb12f6b2916d3265974de5a8,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,25053843,8/08/2014 7:41,23/05/2015 6:52,video,The Basic Core of Economics,Week-1,L1,0.05,Fail
632,3abd6031d09ba6c1bb12f6b2916d3265974de5a8,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,25053444,8/08/2014 7:30,23/05/2015 7:13,problem,The Basic Core of Economics,Week-1,P-2,0.05,Fail
633,3abd6031d09ba6c1bb12f6b2916d3265974de5a8,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,25053443,8/08/2014 7:30,23/05/2015 6:50,problem,The Basic Core of Economics,Week-1,P-1 ,0.05,Fail
634,3abd6031d09ba6c1bb12f6b2916d3265974de5a8,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,25629309,17/08/2014 16:51,23/05/2015 8:30,problem,The Basic Core of Economics,Week-1,P-4,0.05,Fail
635,3abd6031d09ba6c1bb12f6b2916d3265974de5a8,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,25053445,8/08/2014 7:30,23/05/2015 7:37,problem,The Basic Core of Economics,Week-1,P-3 ,0.05,Fail
636,3abd6031d09ba6c1bb12f6b2916d3265974de5a8,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,25631667,17/08/2014 17:35,24/05/2015 6:59,problem,The Basic Core of Economics,Week-1,P-8 ,0.05,Fail
643,02a0c112546f7f05eadaf34efb3548d8702a481f,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,49181743,29/05/2015 17:36,29/05/2015 18:35,problem,The Basic Core of Economics,Week-1,P-7 ,0.0,Fail
644,02a0c112546f7f05eadaf34efb3548d8702a481f,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,49166067,29/05/2015 11:28,29/05/2015 14:10,video,The Basic Core of Economics,Week-1,L4,0.0,Fail
645,02a0c112546f7f05eadaf34efb3548d8702a481f,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,49172292,29/05/2015 14:10,29/05/2015 14:38,problem,The Basic Core of Economics,Week-1,P-5 ,0.0,Fail
646,02a0c112546f7f05eadaf34efb3548d8702a481f,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,48816978,23/05/2015 17:47,29/05/2015 8:29,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
647,02a0c112546f7f05eadaf34efb3548d8702a481f,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,22318009,1/07/2014 1:56,29/05/2015 8:42,problem,The Basic Core of Economics,Week-1,P-2,0.0,Fail
648,02a0c112546f7f05eadaf34efb3548d8702a481f,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,22318008,1/07/2014 1:56,29/05/2015 8:29,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
649,02a0c112546f7f05eadaf34efb3548d8702a481f,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,49161812,29/05/2015 9:27,29/05/2015 13:42,problem,The Basic Core of Economics,Week-1,P-4,0.0,Fail
650,02a0c112546f7f05eadaf34efb3548d8702a481f,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,22318010,1/07/2014 1:56,29/05/2015 9:22,problem,The Basic Core of Economics,Week-1,P-3 ,0.0,Fail
651,02a0c112546f7f05eadaf34efb3548d8702a481f,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,49181744,29/05/2015 17:36,29/05/2015 18:57,problem,The Basic Core of Economics,Week-1,P-8 ,0.0,Fail
654,45ee20246e5215aba6d2e4bed861ba985c0341be,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,48531261,19/05/2015 5:36,31/05/2015 0:41,problem,The Basic Core of Economics,Week-1,P-7 ,0.01,Fail
656,45ee20246e5215aba6d2e4bed861ba985c0341be,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,48888885,25/05/2015 5:02,25/05/2015 5:15,video,The Basic Core of Economics,Week-1,L4,0.01,Fail
657,45ee20246e5215aba6d2e4bed861ba985c0341be,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,48531259,19/05/2015 5:36,25/05/2015 19:47,problem,The Basic Core of Economics,Week-1,P-5 ,0.01,Fail
658,45ee20246e5215aba6d2e4bed861ba985c0341be,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22091897,27/06/2014 23:05,19/05/2015 5:39,video,The Basic Core of Economics,Week-1,L1,0.01,Fail
660,45ee20246e5215aba6d2e4bed861ba985c0341be,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,21944583,25/06/2014 19:43,19/05/2015 22:15,problem,The Basic Core of Economics,Week-1,P-2,0.01,Fail
661,45ee20246e5215aba6d2e4bed861ba985c0341be,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,21944580,25/06/2014 19:43,19/05/2015 5:39,problem,The Basic Core of Economics,Week-1,P-1 ,0.01,Fail
662,45ee20246e5215aba6d2e4bed861ba985c0341be,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,48531256,19/05/2015 5:36,25/05/2015 5:15,problem,The Basic Core of Economics,Week-1,P-4,0.01,Fail
663,45ee20246e5215aba6d2e4bed861ba985c0341be,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,21944584,25/06/2014 19:43,19/05/2015 22:33,problem,The Basic Core of Economics,Week-1,P-3 ,0.01,Fail
664,45ee20246e5215aba6d2e4bed861ba985c0341be,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,48531260,19/05/2015 5:36,19/05/2015 5:36,problem,The Basic Core of Economics,Week-1,P-8 ,0.01,Fail
701,246c1f5ccd7f8a2298d3fefc8e5ffbf280a02a42,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,49342319,1/06/2015 18:25,1/06/2015 18:25,problem,The Basic Core of Economics,Week-1,P-7 ,0.0,Fail
703,246c1f5ccd7f8a2298d3fefc8e5ffbf280a02a42,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,49342315,1/06/2015 18:25,1/06/2015 18:25,problem,The Basic Core of Economics,Week-1,P-5 ,0.0,Fail
704,246c1f5ccd7f8a2298d3fefc8e5ffbf280a02a42,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,49343119,1/06/2015 18:30,1/06/2015 18:30,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
706,246c1f5ccd7f8a2298d3fefc8e5ffbf280a02a42,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,49342309,1/06/2015 18:25,1/06/2015 18:25,problem,The Basic Core of Economics,Week-1,P-2,0.0,Fail
707,246c1f5ccd7f8a2298d3fefc8e5ffbf280a02a42,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,49342310,1/06/2015 18:25,1/06/2015 18:25,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
708,246c1f5ccd7f8a2298d3fefc8e5ffbf280a02a42,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,49342311,1/06/2015 18:25,1/06/2015 18:25,problem,The Basic Core of Economics,Week-1,P-4,0.0,Fail
709,246c1f5ccd7f8a2298d3fefc8e5ffbf280a02a42,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,49342308,1/06/2015 18:25,1/06/2015 18:25,problem,The Basic Core of Economics,Week-1,P-3 ,0.0,Fail
710,246c1f5ccd7f8a2298d3fefc8e5ffbf280a02a42,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,49342318,1/06/2015 18:25,1/06/2015 18:25,problem,The Basic Core of Economics,Week-1,P-8 ,0.0,Fail
747,684ac6a41f4444d9aee3c1257bfbb9ea134f0f67,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,49346016,1/06/2015 18:48,1/06/2015 18:50,problem,The Basic Core of Economics,Week-1,P-7 ,0.0,Fail
749,684ac6a41f4444d9aee3c1257bfbb9ea134f0f67,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,49345519,1/06/2015 18:45,1/06/2015 18:47,problem,The Basic Core of Economics,Week-1,P-5 ,0.0,Fail
751,684ac6a41f4444d9aee3c1257bfbb9ea134f0f67,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,49344377,1/06/2015 18:39,1/06/2015 18:40,problem,The Basic Core of Economics,Week-1,P-2,0.0,Fail
752,684ac6a41f4444d9aee3c1257bfbb9ea134f0f67,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,49344375,1/06/2015 18:39,1/06/2015 18:40,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
753,684ac6a41f4444d9aee3c1257bfbb9ea134f0f67,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,49345201,1/06/2015 18:43,1/06/2015 18:45,problem,The Basic Core of Economics,Week-1,P-4,0.0,Fail
754,684ac6a41f4444d9aee3c1257bfbb9ea134f0f67,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,49344378,1/06/2015 18:39,1/06/2015 18:40,problem,The Basic Core of Economics,Week-1,P-3 ,0.0,Fail
755,684ac6a41f4444d9aee3c1257bfbb9ea134f0f67,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,49346018,1/06/2015 18:48,1/06/2015 18:51,problem,The Basic Core of Economics,Week-1,P-8 ,0.0,Fail
793,1014b25bb780a2a622844a81762042b3ecfa1bfd,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,49716835,6/06/2015 20:29,6/06/2015 20:29,problem,The Basic Core of Economics,Week-1,P-7 ,0.0,Fail
794,1014b25bb780a2a622844a81762042b3ecfa1bfd,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,49716781,6/06/2015 20:26,6/06/2015 20:26,video,The Basic Core of Economics,Week-1,L4,0.0,Fail
795,1014b25bb780a2a622844a81762042b3ecfa1bfd,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,49715316,6/06/2015 19:45,6/06/2015 19:45,problem,The Basic Core of Economics,Week-1,P-5 ,0.0,Fail
796,1014b25bb780a2a622844a81762042b3ecfa1bfd,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,49716772,6/06/2015 20:26,6/06/2015 20:26,problem,The Basic Core of Economics,Week-1,P-4,0.0,Fail
797,1014b25bb780a2a622844a81762042b3ecfa1bfd,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,49716836,6/06/2015 20:29,6/06/2015 20:29,problem,The Basic Core of Economics,Week-1,P-8 ,0.0,Fail
800,efbbe1cd5fa38ed48de7ab51d9845c27f35c2b84,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,49765109,7/06/2015 22:47,7/06/2015 22:47,problem,The Basic Core of Economics,Week-1,P-7 ,0.0,Fail
801,efbbe1cd5fa38ed48de7ab51d9845c27f35c2b84,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,49700799,6/06/2015 13:58,7/06/2015 14:17,video,The Basic Core of Economics,Week-1,L4,0.0,Fail
802,efbbe1cd5fa38ed48de7ab51d9845c27f35c2b84,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,49746657,7/06/2015 14:17,7/06/2015 14:17,problem,The Basic Core of Economics,Week-1,P-5 ,0.0,Fail
803,efbbe1cd5fa38ed48de7ab51d9845c27f35c2b84,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,49700615,6/06/2015 13:46,6/06/2015 13:56,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
804,efbbe1cd5fa38ed48de7ab51d9845c27f35c2b84,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,49700768,6/06/2015 13:57,6/06/2015 13:57,problem,The Basic Core of Economics,Week-1,P-4,0.0,Fail
805,efbbe1cd5fa38ed48de7ab51d9845c27f35c2b84,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,49765110,7/06/2015 22:47,7/06/2015 22:47,problem,The Basic Core of Economics,Week-1,P-8 ,0.0,Fail
806,5441cf77e632088ef584a2d763061ddba77da83b,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,49806135,8/06/2015 16:32,8/06/2015 16:32,problem,The Basic Core of Economics,Week-1,P-7 ,0.0,Fail
807,5441cf77e632088ef584a2d763061ddba77da83b,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,49705699,6/06/2015 16:02,6/06/2015 16:13,video,The Basic Core of Economics,Week-1,L4,0.0,Fail
808,5441cf77e632088ef584a2d763061ddba77da83b,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,49705986,6/06/2015 16:13,6/06/2015 16:13,problem,The Basic Core of Economics,Week-1,P-5 ,0.0,Fail
809,5441cf77e632088ef584a2d763061ddba77da83b,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,49700157,6/06/2015 13:20,6/06/2015 15:16,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
811,5441cf77e632088ef584a2d763061ddba77da83b,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,49700055,6/06/2015 13:11,6/06/2015 13:11,problem,The Basic Core of Economics,Week-1,P-2,0.0,Fail
812,5441cf77e632088ef584a2d763061ddba77da83b,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,49700054,6/06/2015 13:11,6/06/2015 13:11,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
813,5441cf77e632088ef584a2d763061ddba77da83b,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,49705179,6/06/2015 15:50,6/06/2015 16:10,problem,The Basic Core of Economics,Week-1,P-4,0.0,Fail
814,5441cf77e632088ef584a2d763061ddba77da83b,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,49700056,6/06/2015 13:11,6/06/2015 15:48,problem,The Basic Core of Economics,Week-1,P-3 ,0.0,Fail
815,5441cf77e632088ef584a2d763061ddba77da83b,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,49806136,8/06/2015 16:32,8/06/2015 16:32,problem,The Basic Core of Economics,Week-1,P-8 ,0.0,Fail
820,28fa8aa97d90721e7b0bbe1de0c8ebebc733afa7,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,49964573,11/06/2015 8:14,11/06/2015 8:14,problem,The Basic Core of Economics,Week-1,P-7 ,0.0,Fail
822,28fa8aa97d90721e7b0bbe1de0c8ebebc733afa7,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,49964571,11/06/2015 8:14,11/06/2015 8:14,problem,The Basic Core of Economics,Week-1,P-5 ,0.0,Fail
823,28fa8aa97d90721e7b0bbe1de0c8ebebc733afa7,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,49424536,2/06/2015 10:14,2/06/2015 10:35,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
825,28fa8aa97d90721e7b0bbe1de0c8ebebc733afa7,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,49424507,2/06/2015 10:14,2/06/2015 10:14,problem,The Basic Core of Economics,Week-1,P-2,0.0,Fail
826,28fa8aa97d90721e7b0bbe1de0c8ebebc733afa7,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,49424506,2/06/2015 10:14,2/06/2015 10:14,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
827,28fa8aa97d90721e7b0bbe1de0c8ebebc733afa7,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,49424506,2/06/2015 10:14,6/06/2015 10:34,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
828,28fa8aa97d90721e7b0bbe1de0c8ebebc733afa7,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,49964568,11/06/2015 8:14,11/06/2015 8:14,problem,The Basic Core of Economics,Week-1,P-4,0.0,Fail
829,28fa8aa97d90721e7b0bbe1de0c8ebebc733afa7,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,49424508,2/06/2015 10:14,2/06/2015 10:14,problem,The Basic Core of Economics,Week-1,P-3 ,0.0,Fail
830,28fa8aa97d90721e7b0bbe1de0c8ebebc733afa7,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,49964572,11/06/2015 8:14,11/06/2015 8:14,problem,The Basic Core of Economics,Week-1,P-8 ,0.0,Fail
867,be0df6c581b7d8a0812eb398f95f04cf918d4f00,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,49974390,11/06/2015 12:31,11/06/2015 12:31,problem,The Basic Core of Economics,Week-1,P-7 ,0.01,Fail
869,be0df6c581b7d8a0812eb398f95f04cf918d4f00,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,50059674,12/06/2015 22:46,13/06/2015 0:17,video,The Basic Core of Economics,Week-1,L4,0.01,Fail
870,be0df6c581b7d8a0812eb398f95f04cf918d4f00,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,49974388,11/06/2015 12:31,14/06/2015 0:26,problem,The Basic Core of Economics,Week-1,P-5 ,0.01,Fail
872,be0df6c581b7d8a0812eb398f95f04cf918d4f00,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,23142954,11/07/2014 12:10,13/06/2015 10:52,problem,The Basic Core of Economics,Week-1,P-2,0.01,Fail
873,be0df6c581b7d8a0812eb398f95f04cf918d4f00,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,49974385,11/06/2015 12:31,13/06/2015 10:47,problem,The Basic Core of Economics,Week-1,P-4,0.01,Fail
874,be0df6c581b7d8a0812eb398f95f04cf918d4f00,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,49974389,11/06/2015 12:31,11/06/2015 12:31,problem,The Basic Core of Economics,Week-1,P-8 ,0.01,Fail
909,b4d3463fa64cf80b376af299e7ac1365eb98fe04,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,49982888,11/06/2015 15:28,11/06/2015 15:28,problem,The Basic Core of Economics,Week-1,P-7 ,0.0,Fail
911,b4d3463fa64cf80b376af299e7ac1365eb98fe04,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,49982886,11/06/2015 15:28,11/06/2015 15:28,problem,The Basic Core of Economics,Week-1,P-5 ,0.0,Fail
912,b4d3463fa64cf80b376af299e7ac1365eb98fe04,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,49979411,11/06/2015 14:26,11/06/2015 14:50,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
913,b4d3463fa64cf80b376af299e7ac1365eb98fe04,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,49979411,11/06/2015 14:26,25/12/2015 20:15,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
915,b4d3463fa64cf80b376af299e7ac1365eb98fe04,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,21996707,26/06/2014 14:17,25/12/2015 20:25,problem,The Basic Core of Economics,Week-1,P-2,0.0,Fail
916,b4d3463fa64cf80b376af299e7ac1365eb98fe04,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,21996706,26/06/2014 14:17,11/06/2015 14:50,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
917,b4d3463fa64cf80b376af299e7ac1365eb98fe04,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,49982883,11/06/2015 15:28,11/06/2015 15:28,problem,The Basic Core of Economics,Week-1,P-4,0.0,Fail
918,b4d3463fa64cf80b376af299e7ac1365eb98fe04,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,21996708,26/06/2014 14:17,25/12/2015 20:45,problem,The Basic Core of Economics,Week-1,P-3 ,0.0,Fail
